,video_id,trending_date,publish_time,views,likes,dislikes,comment_count,category_id,Category
0,2kyS6SvSYSE,2017-11-14,2017-11-13 17:13:01+00:00,748374,57527,2966,15954,22,People & Blogs
1,1ZAPwfrtAFY,2017-11-14,2017-11-13 07:30:00+00:00,2418783,97185,6146,12703,24,Entertainment
2,5qpjK5DgCt4,2017-11-14,2017-11-12 19:05:24+00:00,3191434,146033,5339,8181,23,Comedy
3,puqaWrEC7tY,2017-11-14,2017-11-13 11:00:04+00:00,343168,10172,666,2146,24,Entertainment
4,d380meD0W0M,2017-11-14,2017-11-12 18:01:41+00:00,2095731,132235,1989,17518,24,Entertainment
5,gHZ1Qz0KiKM,2017-11-14,2017-11-13 19:07:23+00:00,119180,9763,511,1434,28,Science & Technology
6,39idVpFF7NQ,2017-11-14,2017-11-12 05:37:17+00:00,2103417,15993,2445,1970,24,Entertainment
7,nc99ccSXST0,2017-11-14,2017-11-12 21:50:37+00:00,817732,23663,778,3432,28,Science & Technology
8,jr9QtXwC9vc,2017-11-14,2017-11-13 14:00:23+00:00,826059,3543,119,340,1,Film & Animation
9,TUmyygCMMGA,2017-11-14,2017-11-13 13:45:16+00:00,256426,12654,1363,2368,25,News & Politics
10,9wRQljFNDW8,2017-11-14,2017-11-13 02:05:26+00:00,81377,655,25,177,17,Sports
11,VifQlJit6A0,2017-11-14,2017-11-13 03:00:00+00:00,104578,1576,303,1279,24,Entertainment
12,5E4ZBSInqUU,2017-11-14,2017-11-13 17:00:00+00:00,687582,114188,1333,8371,10,Music
13,GgVmn66oK_A,2017-11-14,2017-11-12 14:00:00+00:00,544770,7848,1171,3981,25,News & Politics
14,TaTleo4cOs8,2017-11-14,2017-11-12 18:30:01+00:00,207532,7473,246,2120,15,Pets & Animals
15,kgaO45SyaO4,2017-11-14,2017-11-13 20:09:58+00:00,75752,9419,52,1230,28,Science & Technology
16,ZAQs-ctOqXQ,2017-11-14,2017-11-12 17:00:05+00:00,295639,8011,638,1256,23,Comedy
17,YVfyYrEmzgM,2017-11-14,2017-11-13 16:00:07+00:00,78044,5398,53,385,27,Education
18,eNSN6qet1kE,2017-11-14,2017-11-13 15:30:17+00:00,97007,11963,36,2211,28,Science & Technology
19,B5HORANmzHw,2017-11-14,2017-11-12 22:00:01+00:00,223871,8421,191,1214,27,Education
20,vU14JY3x81A,2017-11-14,2017-11-13 14:00:03+00:00,115791,9586,75,2800,27,Education
21,6VhU_T463sU,2017-11-14,2017-11-12 15:00:01+00:00,224019,3585,138,208,28,Science & Technology
22,_-aDHxoblr4,2017-11-14,2017-11-13 16:00:03+00:00,144418,11758,89,1014,27,Education
23,JBZTZZAcFTw,2017-11-14,2017-11-12 16:00:01+00:00,145921,1707,578,673,26,Howto & Style
24,lZ68j2J_GOM,2017-11-14,2017-11-13 14:44:24+00:00,33980,4884,52,234,23,Comedy
25,dRpNZV18N_g,2017-11-14,2017-11-12 14:00:04+00:00,223077,8676,193,1392,24,Entertainment
26,fcVjitaM3LY,2017-11-14,2017-11-13 12:13:36+00:00,80705,4687,41,437,28,Science & Technology
27,qeWvgZLz9yU,2017-11-14,2017-11-13 16:00:03+00:00,120727,9033,224,1346,26,Howto & Style
28,iIxy3JN3-jc,2017-11-14,2017-11-13 15:42:28+00:00,27943,156,36,83,25,News & Politics
29,n30k5CwLhS4,2017-11-14,2011-05-29 17:03:12+00:00,50867,715,238,246,1,Film & Animation
30,U0hAC8O7RoI,2017-11-14,2017-11-13 01:43:12+00:00,98378,4035,495,486,2,Autos & Vehicles
31,CBVGjS_EJok,2017-11-14,2017-11-06 17:52:50+00:00,26000,119,69,0,24,Entertainment
32,n1WpP7iowLc,2017-11-14,2017-11-10 17:00:03+00:00,17158531,787419,43420,125882,10,Music
33,hz7ukDjuq4w,2017-11-14,2017-11-12 23:41:37+00:00,67661,3781,84,626,24,Entertainment
34,p2hJxyF7mok,2017-11-14,2017-11-12 05:55:42+00:00,141148,1661,70,236,19,Travel & Events
35,0mlNzVSJrT0,2017-11-14,2017-04-21 06:47:32+00:00,98966,2486,184,532,22,People & Blogs
36,Om_zGhJLZ5U,2017-11-14,2017-11-12 18:00:03+00:00,288922,7515,792,2111,1,Film & Animation
37,e_7zHm7GsYc,2017-11-14,2017-11-13 15:01:18+00:00,13917,1318,24,76,10,Music
38,dQvIbulWCM4,2017-11-14,2017-11-12 23:41:48+00:00,605932,38397,1387,3412,23,Comedy
39,zZ9FciUx6gs,2017-11-14,2017-11-13 15:31:44+00:00,57169,6927,161,565,10,Music
40,PaJCFHXcWmM,2017-11-14,2017-11-13 17:00:04+00:00,60506,5389,106,455,10,Music
41,goP4Z5wyOlM,2017-11-14,2017-11-12 21:16:40+00:00,34785,308,26,413,25,News & Politics
42,NZFhMSgbKKM,2017-11-14,2017-11-13 15:11:00+00:00,945,7,5,8,17,Sports
43,0tO_l_Ed5Rs,2017-11-14,2017-11-11 16:00:01+00:00,328330,15186,15448,7484,10,Music
44,STI2fI7sKMo,2017-11-14,2017-11-11 15:00:03+00:00,321053,4451,1772,895,22,People & Blogs
45,BWPrk9PUwQE,2017-11-14,2017-11-12 00:45:54+00:00,1456472,33505,1660,2160,26,Howto & Style
46,ogYum4kWXgk,2017-11-14,2017-11-13 13:00:06+00:00,69844,3417,33,160,24,Entertainment
47,sbcbvuitiTc,2017-11-14,2017-11-10 18:23:05+00:00,956169,2017,2425,1447,17,Sports
48,zNqCVTs38nU,2017-11-14,2017-11-13 02:15:30+00:00,4569,35,18,19,17,Sports
49,DM-ni_LSOFE,2017-11-14,2017-11-10 23:05:25+00:00,2045386,45406,2842,8309,24,Entertainment
50,0PpNlNJ6Nng,2017-11-14,2017-11-11 19:03:43+00:00,1842393,99086,1339,11800,24,Entertainment
51,c-3JxzN2u34,2017-11-14,2017-11-12 15:05:55+00:00,6473,205,6,15,25,News & Politics
52,069D0NmW39o,2017-11-14,2017-11-11 15:00:00+00:00,1044813,15397,838,1100,17,Sports
53,9t9u_yPEidY,2017-11-14,2017-11-10 15:00:00+00:00,9548677,190083,15015,11473,10,Music
54,KODzih-pYlU,2017-11-14,2017-11-11 18:08:04+00:00,197062,7250,217,456,22,People & Blogs
55,8NHA23f7LvU,2017-11-14,2017-11-10 19:06:23+00:00,1496225,16116,236,605,24,Entertainment
56,w0XYVssCKjw,2017-11-14,2017-11-11 20:00:02+00:00,162597,5734,106,525,17,Sports
57,9XSULcLI6Hg,2017-11-14,2017-11-12 15:24:29+00:00,9132,21,8,64,25,News & Politics
58,pjuPpVLXDQg,2017-11-14,2017-11-13 00:46:11+00:00,7265,89,8,22,2,Autos & Vehicles
59,9xSx-5tmq44,2017-11-14,2017-11-11 06:34:48+00:00,291597,8209,344,1062,24,Entertainment
60,4v0nOAzcG2A,2017-11-14,2017-11-11 15:38:32+00:00,290801,10237,377,1016,28,Science & Technology
61,oTObwUiXdYY,2017-11-14,2017-11-13 15:44:35+00:00,5304,52,13,68,25,News & Politics
62,1cgK-BIrXes,2017-11-14,2017-11-10 15:07:13+00:00,812516,26917,1979,4998,24,Entertainment
63,ujyTQNNjjDU,2017-11-14,2017-11-10 05:00:01+00:00,2642930,115795,3055,6410,10,Music
64,PABlVzeldaM,2017-11-14,2017-11-12 13:13:33+00:00,105058,493,54,347,25,News & Politics
65,6340tX9M_eM,2017-11-14,2017-11-10 19:00:00+00:00,537715,8231,413,970,24,Entertainment
66,8mhTWqWlQzU,2017-11-14,2017-11-11 01:19:33+00:00,2744430,115426,1110,6541,22,People & Blogs
67,t4YAyT4ihIQ,2017-11-14,2017-11-10 18:30:01+00:00,3358068,120876,8279,6408,23,Comedy
68,MNiweoKXwfg,2017-11-14,2017-11-13 17:00:26+00:00,4732,203,6,33,24,Entertainment
69,Jw1Y-zhQURU,2017-11-14,2017-11-10 07:38:29+00:00,7224515,55681,10247,9479,26,Howto & Style
70,2Vv-BfVoq4g,2017-11-14,2017-11-09 11:04:14+00:00,33523622,1634124,21082,85067,10,Music
71,UFYCTJlayS4,2017-11-14,2017-11-11 03:56:10+00:00,52591,2233,187,255,1,Film & Animation
72,cccyOn99s4Y,2017-11-14,2017-11-10 23:00:01+00:00,75822,2978,147,243,24,Entertainment
73,abGCYPCk294,2017-11-14,2017-11-11 17:55:27+00:00,43715,1550,109,1031,24,Entertainment
74,lY_0mkYDZDU,2017-11-14,2017-11-10 17:00:05+00:00,303956,18603,585,1745,10,Music
75,k8NxqyGcZA4,2017-11-14,2017-11-10 12:59:55+00:00,238643,2429,5381,2325,24,Entertainment
76,IE-xepGLVt8,2017-11-14,2017-11-10 12:04:17+00:00,237307,1896,74,260,28,Science & Technology
77,ObIQ0s02UHg,2017-11-14,2017-11-10 14:40:48+00:00,1282413,37669,1732,1691,10,Music
78,cOc3tsFWoRs,2017-11-14,2017-11-10 09:35:00+00:00,1497519,15504,353,1084,24,Entertainment
79,AJYb0Yom5UQ,2017-11-14,2017-10-17 20:01:44+00:00,148226,355,47,178,23,Comedy
80,gLswXiRLdkA,2017-11-14,2017-11-11 02:42:23+00:00,484185,23296,1184,1858,26,Howto & Style
81,MyEqfBkzESU,2017-11-14,2017-11-10 20:40:44+00:00,300617,8133,2693,2911,26,Howto & Style
82,wJYE0sFOteE,2017-11-14,2017-11-10 16:01:04+00:00,92523,2323,40,134,26,Howto & Style
83,L_5_slz4ke4,2017-11-14,2017-11-12 20:26:46+00:00,7524,67,19,56,25,News & Politics
84,OKoL852K9uA,2017-11-14,2017-11-11 05:23:36+00:00,103927,3571,278,399,26,Howto & Style
85,pa_oUisZZy0,2017-11-14,2017-11-11 00:30:16+00:00,177707,6271,88,275,22,People & Blogs
86,fNtLIcyjsnI,2017-11-14,2017-11-09 17:11:32+00:00,1751064,16430,945,1231,1,Film & Animation
87,_Iz83-Cmt6A,2017-11-14,2017-11-09 22:23:51+00:00,46746,439,66,55,10,Music
88,YlvCVbfS9M0,2017-11-14,2017-11-11 15:11:18+00:00,746092,34839,537,2541,10,Music
89,arJ5h2TY3I4,2017-11-14,2017-11-10 17:00:51+00:00,836830,82320,1279,7998,24,Entertainment
90,-2RVw2_QyxQ,2017-11-14,2017-11-12 02:39:01+00:00,67429,438,23,23,27,Education
91,gEHCXl4J9Qo,2017-11-14,2017-11-10 02:32:15+00:00,2237404,72593,1830,3501,24,Entertainment
92,-OK9i1_YYYc,2017-11-14,2017-11-12 00:18:43+00:00,45455,2282,35,17,15,Pets & Animals
93,b4vTZx_AtHk,2017-11-14,2017-11-09 18:36:48+00:00,2063667,98804,11682,11443,26,Howto & Style
94,kOnQocd799Y,2017-11-14,2017-11-09 17:14:11+00:00,2736733,58967,3492,7915,1,Film & Animation
95,e4FApt6z55c,2017-11-14,2017-11-10 15:43:00+00:00,165698,8599,361,930,10,Music
96,2XK4omx9uMU,2017-11-14,2017-11-10 14:40:32+00:00,836544,40195,373,976,10,Music
97,xfmipNU4Odc,2017-11-14,2017-11-10 18:02:04+00:00,284666,16396,81,949,15,Pets & Animals
98,jp9hK-jY6yY,2017-11-14,2017-11-09 22:21:13+00:00,3371669,202676,3394,20086,23,Comedy
99,RkHuWjiR-LM,2017-11-14,2017-11-10 18:03:54+00:00,195685,14338,171,1070,10,Music
100,fCTKDn3Q8xQ,2017-11-14,2017-11-09 11:24:14+00:00,1098897,43875,1326,4702,22,People & Blogs
101,DIU3xPdhCBI,2017-11-14,2017-11-09 22:26:10+00:00,893462,22326,833,943,10,Music
102,wnwF1FHybDQ,2017-11-14,2017-11-10 11:00:04+00:00,225286,1731,193,206,23,Comedy
103,9oFP-pOMNwE,2017-11-14,2017-11-09 08:01:40+00:00,264793,3283,853,0,24,Entertainment
104,pz95u3UVpaM,2017-11-14,2017-11-10 05:01:00+00:00,5476737,286268,4083,12254,10,Music
105,g5c1bk8weaQ,2017-11-14,2017-11-10 03:43:43+00:00,3578502,307435,2573,12248,23,Comedy
106,yuBqWcSKrCk,2017-11-14,2017-11-10 14:00:10+00:00,304926,3305,130,275,24,Entertainment
107,x9mh-SwSKas,2017-11-14,2017-11-10 18:42:55+00:00,247319,10138,153,639,26,Howto & Style
108,uiA4B5Y63IQ,2017-11-14,2017-11-09 22:00:07+00:00,296434,3327,142,377,1,Film & Animation
109,viyRD5z6ilQ,2017-11-14,2017-11-10 05:00:01+00:00,125962,5048,139,369,10,Music
110,QFfEtKvXMAs,2017-11-14,2017-11-10 17:00:05+00:00,419341,53572,168,3083,10,Music
111,xg9ebVTL9yE,2017-11-14,2017-11-10 05:00:06+00:00,138988,7999,84,612,10,Music
112,fbHbTBP_u7U,2017-11-14,2017-11-09 05:00:05+00:00,1774018,88417,1002,7686,10,Music
113,Ja_GMU7-sjs,2017-11-14,2017-11-09 21:18:33+00:00,1575525,52829,1524,5864,28,Science & Technology
114,QOksZ8VogRw,2017-11-14,2017-11-09 17:03:42+00:00,626688,25115,499,1392,10,Music
115,RYs08kX3Ih4,2017-11-14,2017-11-10 01:30:00+00:00,219030,14303,398,1099,26,Howto & Style
116,tOFkFZbPdnQ,2017-11-14,2017-11-09 00:44:51+00:00,493662,7693,181,388,10,Music
117,dW4wpGg64pE,2017-11-14,2017-11-09 18:20:27+00:00,1017803,25122,628,1504,24,Entertainment
118,2VP846QcA_4,2017-11-14,2017-11-09 11:30:00+00:00,139955,4417,217,457,24,Entertainment
119,_dhneCO4YEE,2017-11-14,2017-11-09 07:00:01+00:00,362009,5505,2356,1264,22,People & Blogs
120,EYkEshCOhEU,2017-11-14,2017-11-10 00:24:29+00:00,294387,15247,385,976,22,People & Blogs
121,Rq9-mW6HgQE,2017-11-14,2017-11-09 08:35:00+00:00,844653,11616,313,1518,24,Entertainment
122,k29YnfttqEU,2017-11-14,2017-11-09 04:58:04+00:00,1315873,9312,584,769,23,Comedy
123,Eg_kW5fw6qU,2017-11-14,2017-11-09 23:27:18+00:00,188003,9091,135,2814,22,People & Blogs
124,J_QGZspO4gg,2017-11-14,2017-11-09 15:45:05+00:00,1624771,84426,1130,5981,10,Music
125,PkRBTF6nt4E,2017-11-14,2017-11-10 13:00:02+00:00,125970,935,507,262,25,News & Politics
126,ozkqm2ifMw8,2017-11-14,2017-11-10 13:24:10+00:00,205869,11198,120,446,10,Music
127,htvR_dBs3eg,2017-11-14,2017-11-10 21:38:57+00:00,98422,2926,106,798,10,Music
128,qEEtzzi1EII,2017-11-14,2017-11-09 13:34:58+00:00,426078,19323,245,945,15,Pets & Animals
129,1Wk8ZRgXQnY,2017-11-14,2017-11-09 22:27:45+00:00,33315,1365,24,91,10,Music
130,8l_e6bx8UG8,2017-11-14,2017-11-08 17:00:00+00:00,1231518,32648,6221,9288,10,Music
131,lsfzA7sWlOM,2017-11-14,2017-11-09 19:59:48+00:00,154872,7683,164,1734,20,Gaming
132,RQDphL2MVlM,2017-11-14,2017-11-10 22:22:04+00:00,72626,3652,120,219,26,Howto & Style
133,X7flefV8tec,2017-11-14,2017-11-09 02:37:49+00:00,366180,4364,4448,1997,24,Entertainment
134,cYw-oyJ7AEY,2017-11-14,2017-11-10 08:00:01+00:00,264511,11736,532,743,10,Music
135,6nJw-jPQYVI,2017-11-14,2015-05-21 07:55:00+00:00,192609,1345,24,126,24,Entertainment
136,5x1FAiIq_pQ,2017-11-14,2017-11-09 15:49:21+00:00,95944,1354,181,117,10,Music
137,LMCuKltaY3M,2017-11-14,2017-11-10 08:00:01+00:00,154494,2163,147,211,10,Music
138,6Detw08jRhs,2017-11-14,2017-11-09 18:24:34+00:00,53321,443,131,106,22,People & Blogs
139,vd4zwINEcLY,2017-11-14,2011-03-27 04:31:25+00:00,95085,909,52,193,24,Entertainment
140,7fm7mll2qvg,2017-11-14,2017-11-10 00:00:00+00:00,91776,4604,46,357,10,Music
141,5gFpcEKayz4,2017-11-14,2017-11-09 09:00:00+00:00,764716,35765,483,1159,10,Music
142,eHIY3HNNqzM,2017-11-14,2017-11-10 08:00:03+00:00,135337,7158,89,318,10,Music
143,q-WipZ9p0wk,2017-11-14,2017-11-09 14:00:08+00:00,77630,1991,83,208,26,Howto & Style
144,zy0b9e40tK8,2017-11-14,2017-11-09 09:00:07+00:00,378750,5642,146,675,24,Entertainment
145,rL4WkebTT_U,2017-11-14,2017-11-09 15:06:34+00:00,151709,9210,71,1103,24,Entertainment
146,Y6eKxjMA9ek,2017-11-14,2017-11-09 16:00:09+00:00,175852,15909,200,852,24,Entertainment
147,Q6Usd3_fbq8,2017-11-14,2017-11-10 04:08:31+00:00,5149,242,0,54,10,Music
148,44NYFvhXmW8,2017-11-14,2017-11-08 13:00:00+00:00,1905487,65854,2442,4490,10,Music
149,9wg3v-01yKQ,2017-11-14,2017-11-08 13:00:01+00:00,9632678,810895,16139,59473,10,Music
150,F-j_6IuaYfw,2017-11-14,2017-11-08 21:05:20+00:00,476389,16106,950,2077,24,Entertainment
151,_qSW96a2aKY,2017-11-14,2017-11-08 05:01:25+00:00,754558,11985,1356,1757,24,Entertainment
152,afgvlR9WmIQ,2017-11-14,2017-11-09 02:21:31+00:00,762616,20159,336,899,10,Music
153,_CJN_ryETIY,2017-11-14,2017-11-09 23:59:08+00:00,199429,10175,66,539,24,Entertainment
154,P4YJwy_T9pM,2017-11-14,2017-11-09 03:16:36+00:00,691229,31892,197,1404,22,People & Blogs
155,YqH4eWR7jDQ,2017-11-14,2012-06-10 19:24:38+00:00,6412,49,0,2,27,Education
156,r96KpNTcog4,2017-11-14,2017-11-09 14:00:17+00:00,108618,4989,58,274,23,Comedy
157,B4gXsobd_ao,2017-11-14,2017-11-09 14:00:01+00:00,79306,3809,127,670,27,Education
158,x8eLIJAM58M,2017-11-14,2017-11-08 14:00:05+00:00,812007,5894,951,851,24,Entertainment
159,6V_aZsATDsM,2017-11-14,2017-11-09 17:22:40+00:00,55398,1170,22,336,26,Howto & Style
160,qg0GdM60syI,2017-11-14,2017-03-31 21:46:53+00:00,773,2,0,0,27,Education
161,8j_BYfVEyhA,2017-11-14,2017-11-08 13:34:23+00:00,581288,5075,725,1780,24,Entertainment
162,9ymjcSvEyhk,2017-11-14,2017-11-09 14:00:04+00:00,99619,3959,158,335,10,Music
163,oB3SAI2oCqk,2017-11-14,2017-11-09 09:59:31+00:00,4850,22,1,1,2,Autos & Vehicles
164,HNa_UWX51_s,2017-11-14,2017-11-09 18:46:37+00:00,226088,10844,302,555,10,Music
165,08nkwgZIE4I,2017-11-14,2017-11-08 22:04:53+00:00,651036,23338,442,1101,10,Music
166,5Smb3tZD1Qc,2017-11-14,2017-11-08 18:00:00+00:00,451356,3454,284,623,24,Entertainment
167,YHDbsyyjld0,2017-11-14,2017-11-09 23:44:18+00:00,46571,4250,16,408,15,Pets & Animals
168,uyl6WtHEYOQ,2017-11-14,2017-11-10 20:39:51+00:00,28539,681,25,45,24,Entertainment
169,bhoFXkVy8JA,2017-11-14,2017-10-13 08:20:03+00:00,12609,40,79,17,1,Film & Animation
170,_w58R1OGQFA,2017-11-14,2017-11-09 15:00:02+00:00,30021,569,42,44,10,Music
171,BEweWXa5Twk,2017-11-14,2017-11-09 03:27:36+00:00,471266,23634,460,1714,26,Howto & Style
172,egXr0PU-kCY,2017-11-14,2017-11-08 22:17:37+00:00,1073134,47793,1886,5358,24,Entertainment
173,fIQ2Ty2OL34,2017-11-14,2017-11-10 04:00:52+00:00,18573,420,10,236,17,Sports
174,d_j512i2k6c,2017-11-14,2017-11-08 20:30:01+00:00,250193,5748,332,1197,27,Education
175,4d07RXYLsJE,2017-11-14,2017-11-04 20:48:16+00:00,1827,3,0,2,28,Science & Technology
176,DOIw62TXYkg,2017-11-14,2017-11-07 19:22:49+00:00,2457408,2707,200,209,28,Science & Technology
177,0lbJHqAGpbA,2017-11-14,2017-11-09 16:53:13+00:00,51143,258,5,10,23,Comedy
178,JuP1Z8xpRb8,2017-11-14,2017-11-09 17:01:01+00:00,27010,1666,36,150,24,Entertainment
179,CR9zYgr84QY,2017-11-14,2017-11-09 18:30:01+00:00,122669,5723,55,263,26,Howto & Style
180,1640fZpYBSY,2017-11-14,2017-11-07 18:54:39+00:00,358597,1211,72,593,22,People & Blogs
181,M2-IpsWQUWs,2017-11-14,2017-11-09 19:11:16+00:00,56012,6243,106,414,24,Entertainment
182,7m630xvAJtA,2017-11-14,2017-11-09 16:33:02+00:00,6148,121,3,19,22,People & Blogs
183,510KQ_LXGww,2017-11-14,2017-11-08 18:24:16+00:00,1390440,86207,1775,710,26,Howto & Style
184,CO9dIyNM_9Q,2017-11-14,2017-11-07 22:59:49+00:00,244532,633,174,765,25,News & Politics
185,hX643KbiI4s,2017-11-14,2017-11-08 21:50:37+00:00,82087,998,93,289,24,Entertainment
186,mwpHSMv1pI4,2017-11-14,2017-11-09 01:27:53+00:00,359120,15130,223,1143,23,Comedy
187,Mfiim71QdYQ,2017-11-14,2017-11-08 18:39:38+00:00,33768,426,88,550,25,News & Politics
188,UFPSIa1cLRQ,2017-11-14,2017-11-09 05:00:01+00:00,38068,2195,28,154,10,Music
189,o78x918zbFk,2017-11-14,2017-11-08 18:00:05+00:00,1277364,56867,2148,25326,26,Howto & Style
190,iNf6VErGDLI,2017-11-14,2017-11-08 14:00:09+00:00,1498866,67227,1473,4645,10,Music
191,6ixU_vdE0Es,2017-11-14,2017-11-08 22:13:18+00:00,280065,20289,38,939,22,People & Blogs
192,wRGldR_SQAA,2017-11-14,2017-11-09 18:01:04+00:00,2259,0,0,0,22,People & Blogs
193,agKDPntMv-E,2017-11-14,2017-11-08 15:59:06+00:00,470191,4037,430,1553,17,Sports
194,Xl38SuxyrgM,2017-11-14,2017-11-09 07:27:32+00:00,16305,147,13,47,17,Sports
195,u7pV4vxD1bs,2017-11-14,2017-11-08 20:16:47+00:00,169511,57,59,79,25,News & Politics
196,zYWt2mnalP8,2017-11-14,2017-11-08 00:03:47+00:00,160477,8388,691,950,24,Entertainment
197,PoNWU2cox9w,2017-11-14,2017-11-08 15:00:27+00:00,704363,16352,224,841,2,Autos & Vehicles
198,6hTzM1BPdU8,2017-11-14,2017-11-08 21:00:01+00:00,130778,5684,53,737,22,People & Blogs
199,MCW5HUkrr-o,2017-11-14,2017-11-08 17:16:26+00:00,560569,29990,341,1788,28,Science & Technology
200,YvfYK0EEhK4,2017-11-15,2017-11-14 15:32:51+00:00,462490,14132,795,666,23,Comedy
201,cxMvzK2OQTw,2017-11-15,2017-11-14 16:43:11+00:00,295217,4854,1439,1267,23,Comedy
202,bAkEd8r7Nnw,2017-11-15,2017-11-14 18:31:20+00:00,1525400,63995,896,4697,24,Entertainment
203,ItYOdWRo0JY,2017-11-15,2017-11-14 00:45:15+00:00,1836419,28647,17815,7860,28,Science & Technology
204,5530I_pYjbo,2017-11-15,2017-11-14 12:06:56+00:00,977285,87615,391,5575,26,Howto & Style
205,dUMH6DVYskc,2017-11-15,2017-11-14 12:02:49+00:00,390964,3687,1273,1224,28,Science & Technology
206,gjXrm2Q-te4,2017-11-15,2017-11-14 04:55:24+00:00,1611093,58474,837,3294,23,Comedy
207,9SK1I0V6U5c,2017-11-15,2017-11-14 18:01:03+00:00,983365,60983,578,3837,23,Comedy
208,VsYmwBOYfW8,2017-11-15,2017-11-14 08:30:01+00:00,2765121,35529,1705,2388,23,Comedy
209,kgaO45SyaO4,2017-11-15,2017-11-13 20:09:58+00:00,3701763,56561,2495,11608,28,Science & Technology
210,CtBca6H6Teg,2017-11-15,2017-11-14 18:00:01+00:00,829132,25109,316,3428,1,Film & Animation
211,pcWKpGzhgq4,2017-11-15,2017-11-14 12:13:35+00:00,391049,5939,106,385,24,Entertainment
212,L3br0klRqF4,2017-11-15,2017-11-14 21:51:20+00:00,137003,580,262,343,25,News & Politics
213,9kF9xY74h-E,2017-11-15,2017-11-14 21:00:47+00:00,891912,122347,455,7459,23,Comedy
214,p2EY93WfBQk,2017-11-15,2017-11-14 21:03:47+00:00,175539,17130,264,1747,26,Howto & Style
215,xL_qpDkF5A8,2017-11-15,2017-11-15 01:25:18+00:00,14565,478,13,67,24,Entertainment
216,eQVhAN7-IAw,2017-11-15,2017-11-15 03:43:47+00:00,125645,16754,65,1373,10,Music
217,2kyS6SvSYSE,2017-11-15,2017-11-13 17:13:01+00:00,2188590,88099,7150,24225,22,People & Blogs
218,Y9nDagqKL7Q,2017-11-15,2017-11-13 20:47:49+00:00,394709,25188,281,1345,1,Film & Animation
219,DbJ2s_g1oDc,2017-11-15,2017-11-13 20:00:01+00:00,863116,20518,1030,4272,24,Entertainment
220,KJ12FVmumeA,2017-11-15,2017-11-14 16:28:34+00:00,200235,1197,108,627,17,Sports
221,1ZAPwfrtAFY,2017-11-15,2017-11-13 07:30:00+00:00,4632016,131784,9892,18284,24,Entertainment
222,qDAxDcjgn-8,2017-11-15,2017-11-14 23:06:27+00:00,122426,6310,298,1624,10,Music
223,gHZ1Qz0KiKM,2017-11-15,2017-11-13 19:07:23+00:00,758998,19138,2272,2873,28,Science & Technology
224,815lSYphlbw,2017-11-15,2017-11-14 16:00:01+00:00,145100,5198,74,657,26,Howto & Style
225,jr9QtXwC9vc,2017-11-15,2017-11-13 14:00:23+00:00,2671756,12699,505,1010,1,Film & Animation
226,E_86MEdNsAI,2017-11-15,2017-11-14 19:48:51+00:00,52743,4553,33,550,24,Entertainment
227,Cr9oGxr0Qa0,2017-11-15,2017-11-14 14:00:02+00:00,121681,6095,61,731,28,Science & Technology
228,g0K5QoEj7FQ,2017-11-15,2017-11-14 22:34:14+00:00,11404,62,26,20,24,Entertainment
229,l4bAoNAx2uo,2017-11-15,2017-11-13 17:11:30+00:00,419965,9805,1337,5457,27,Education
230,TSqwDQHE1J8,2017-11-15,2017-11-14 10:00:02+00:00,137749,1145,61,131,23,Comedy
231,puqaWrEC7tY,2017-11-15,2017-11-13 11:00:04+00:00,772235,15301,1229,3328,24,Entertainment
232,YVfyYrEmzgM,2017-11-15,2017-11-13 16:00:07+00:00,297147,10410,110,665,27,Education
233,MltuW2kcREI,2017-11-15,2017-11-14 20:28:53+00:00,126438,12229,86,1865,24,Entertainment
234,5E4ZBSInqUU,2017-11-15,2017-11-13 17:00:00+00:00,2285136,180284,3399,11700,10,Music
235,jGiqc3HSxEg,2017-11-15,2017-11-13 15:30:01+00:00,206319,11131,209,553,27,Education
236,XrDlDj9DfZs,2017-11-15,2017-11-14 06:08:58+00:00,60564,975,66,106,24,Entertainment
237,vU14JY3x81A,2017-11-15,2017-11-13 14:00:03+00:00,373457,16433,194,5220,27,Education
238,5qpjK5DgCt4,2017-11-15,2017-11-12 19:05:24+00:00,4326684,167696,6730,9265,23,Comedy
239,Z3OZyb2iWqQ,2017-11-15,2017-11-14 14:00:32+00:00,137860,1950,64,136,24,Entertainment
240,Hq89wYzOjfs,2017-11-15,2017-11-14 17:37:20+00:00,4009,61,6,14,27,Education
241,vZzIS17HexE,2017-11-15,2017-11-15 03:11:17+00:00,3006,75,4,10,24,Entertainment
242,TUmyygCMMGA,2017-11-15,2017-11-13 13:45:16+00:00,635985,20721,2417,4111,25,News & Politics
243,lZ68j2J_GOM,2017-11-15,2017-11-13 14:44:24+00:00,130893,8177,220,349,23,Comedy
244,yZGSIpcAfEo,2017-11-15,2017-11-14 04:26:46+00:00,46954,87,18,28,17,Sports
245,zZ9FciUx6gs,2017-11-15,2017-11-13 15:31:44+00:00,208155,11162,569,954,10,Music
246,zxUwbflE1SY,2017-11-15,2017-11-13 13:00:10+00:00,190669,5162,131,1151,24,Entertainment
247,d380meD0W0M,2017-11-15,2017-11-12 18:01:41+00:00,2509626,144816,2262,18893,24,Entertainment
248,7oRdswHqaf8,2017-11-15,2017-11-14 14:01:36+00:00,20778,1440,24,437,26,Howto & Style
249,oTObwUiXdYY,2017-11-15,2017-11-13 15:44:35+00:00,30438,143,42,220,25,News & Politics
